,d1,d1s,d2,d2s,f1,f1s,f2,f2s,f3,f3s,t1,t1s,r1,r1s,cd1,cd1s,cd2,cd2s,cf1,cf1s,cf2,cf2s,cf3,cf3s,ct1,ct1s,cr1,cr1s
4079,10,4,4,3,6,4,6,3,1,3,2,1,12,2,10,4,4,3,6,4,6,3,1,3,2,1,12,2
4080,13,1,13,1,8,4,6,2,13,1,12,4,9,2,13,1,13,1,8,4,6,2,13,1,12,4,9,2
4081,13,4,4,4,5,1,4,2,5,4,6,1,4,2,13,4,4,4,5,1,4,2,5,4,6,1,4,2
4082,5,3,11,2,5,4,3,1,11,4,9,3,5,3,5,3,11,2,5,4,3,1,11,4,9,3,5,3
4083,5,1,10,3,9,3,12,1,12,2,12,1,8,4,5,1,10,3,9,3,12,1,12,2,12,1,8,4
4084,11,3,7,1,6,4,3,4,1,4,2,1,3,2,11,3,7,1,6,4,3,4,1,4,2,1,3,2
4085,13,4,10,1,9,3,3,2,3,2,1,3,9,4,13,4,10,1,9,3,3,2,3,2,1,3,9,4
4086,5,3,3,3,3,2,7,2,3,2,4,3,13,4,5,3,3,3,3,2,7,2,3,2,4,3,13,4
4087,10,2,9,1,4,3,11,4,12,4,12,1,3,4,10,2,9,1,4,3,11,4,12,4,12,1,3,4
4088,10,3,8,4,3,3,3,4,9,4,3,1,11,3,10,3,8,4,3,3,3,4,9,4,3,1,11,3
4089,11,2,8,3,12,1,5,2,4,1,7,4,5,1,11,2,8,3,12,1,5,2,4,1,7,4,5,1
4090,11,4,11,2,3,1,6,2,5,3,1,3,11,1,11,4,11,2,3,1,6,2,5,3,1,3,11,1
4091,3,2,7,4,3,3,2,4,3,1,13,4,10,1,3,2,7,4,3,3,2,4,3,1,13,4,10,1
4092,9,2,3,4,10,4,11,3,3,4,11,4,5,2,9,2,3,4,10,4,11,3,3,4,11,4,5,2
4093,8,1,9,3,1,4,7,1,9,3,1,3,3,3,8,1,9,3,1,4,7,1,9,3,1,3,3,3
4094,13,1,3,4,11,3,11,2,4,1,10,3,9,3,13,1,3,4,11,3,11,2,4,1,10,3,9,3
4095,5,2,1,1,12,2,13,2,4,1,2,4,12,2,5,2,1,1,12,2,13,2,4,1,2,4,12,2
4096,4,3,9,3,5,1,10,1,3,3,11,3,13,2,4,3,9,3,5,1,10,1,3,3,11,3,13,2
4097,7,1,8,4,9,2,4,2,2,1,1,4,13,4,7,1,8,4,9,2,4,2,2,1,1,4,13,4
4098,5,4,9,4,11,4,3,3,7,2,5,3,5,1,5,4,9,4,11,4,3,3,7,2,5,3,5,1
4099,12,3,7,3,8,3,11,2,10,4,9,3,4,3,12,3,7,3,8,3,11,2,10,4,9,3,4,3
4100,1,3,13,1,11,2,2,3,8,1,10,3,8,1,1,3,13,1,11,2,2,3,8,1,10,3,8,1
4101,5,4,12,3,8,4,6,3,9,1,11,3,3,1,5,4,12,3,8,4,6,3,9,1,11,3,3,1
4102,10,3,10,1,3,3,8,4,5,4,13,2,10,3,10,3,10,1,3,3,8,4,5,4,13,2,10,3
4103,12,3,1,4,10,1,3,1,11,1,11,1,13,3,12,3,1,4,10,1,3,1,11,1,11,1,13,3
4104,3,3,6,1,5,1,11,2,12,1,8,3,8,1,3,3,6,1,5,1,11,2,12,1,8,3,8,1
4105,12,4,13,3,3,1,10,1,12,4,2,3,12,3,12,4,13,3,3,1,10,1,12,4,2,3,12,3
4106,3,3,2,3,11,1,10,4,5,2,4,3,12,3,3,3,2,3,11,1,10,4,5,2,4,3,12,3
4107,11,3,2,2,6,2,4,2,4,1,4,2,4,4,11,3,2,2,6,2,4,2,4,1,4,2,4,4
4108,8,3,10,2,4,2,7,3,12,1,7,3,7,4,8,3,10,2,4,2,7,3,12,1,7,3,7,4
4109,11,1,12,1,1,2,9,2,1,3,9,1,13,4,11,1,12,1,1,2,9,2,1,3,9,1,13,4
4110,4,4,1,1,13,2,6,2,6,2,13,4,11,1,4,4,1,1,13,2,6,2,6,2,13,4,11,1
4111,5,3,6,4,13,3,3,4,4,2,11,3,3,1,5,3,6,4,13,3,3,4,4,2,11,3,3,1
4112,6,2,11,4,12,1,11,1,12,4,9,4,13,1,6,2,11,4,12,1,11,1,12,4,9,4,13,1
4113,7,4,7,3,8,1,2,4,7,2,11,2,1,4,7,4,7,3,8,1,2,4,7,2,11,2,1,4
4114,9,1,6,3,4,4,5,3,11,3,6,2,4,3,9,1,6,3,4,4,5,3,11,3,6,2,4,3
4115,7,3,4,4,7,4,7,4,2,1,5,4,1,2,7,3,4,4,7,4,7,4,2,1,5,4,1,2
4116,2,4,1,4,7,3,13,2,1,3,12,3,2,3,2,4,1,4,7,3,13,2,1,3,12,3,2,3
4117,8,4,1,1,1,2,12,3,9,1,12,4,11,2,8,4,1,1,1,2,12,3,9,1,12,4,11,2
4118,10,3,4,2,5,2,11,1,10,1,11,1,1,4,10,3,4,2,5,2,11,1,10,1,11,1,1,4
4119,4,3,9,2,3,1,8,3,6,1,2,3,13,2,4,3,9,2,3,1,8,3,6,1,2,3,13,2
4120,4,2,5,2,2,1,12,1,13,3,2,1,12,3,4,2,5,2,2,1,12,1,13,3,2,1,12,3
4121,6,1,7,1,1,1,11,3,3,2,9,3,2,4,6,1,7,1,1,1,11,3,3,2,9,3,2,4
4122,2,1,8,1,13,1,13,1,3,1,12,3,1,3,2,1,8,1,13,1,13,1,3,1,12,3,1,3
4123,9,3,6,2,1,1,8,4,6,1,3,3,12,4,9,3,6,2,1,1,8,4,6,1,3,3,12,4
4124,13,3,3,3,10,1,4,3,11,3,13,3,8,4,13,3,3,3,10,1,4,3,11,3,13,3,8,4
4125,5,1,1,1,9,4,6,2,13,1,7,2,13,2,5,1,1,1,9,4,6,2,13,1,7,2,13,2
4126,9,2,3,2,4,4,2,1,8,2,4,4,6,3,9,2,3,2,4,4,2,1,8,2,4,4,6,3
4127,2,4,3,3,10,2,1,1,13,2,5,1,6,3,2,4,3,3,10,2,1,1,13,2,5,1,6,3
4128,3,3,1,3,2,2,12,4,11,1,2,2,6,3,3,3,1,3,2,2,12,4,11,1,2,2,6,3
4129,10,3,2,4,11,2,4,2,10,1,11,2,9,3,10,3,2,4,11,2,4,2,10,1,11,2,9,3
4130,1,4,13,3,3,2,2,4,13,1,5,2,12,1,1,4,13,3,3,2,2,4,13,1,5,2,12,1
4131,3,4,9,4,9,2,1,2,6,4,10,4,9,2,3,4,9,4,9,2,1,2,6,4,10,4,9,2
4132,9,3,3,4,2,4,1,3,3,4,7,4,13,2,9,3,3,4,2,4,1,3,3,4,7,4,13,2
4133,9,4,1,2,1,4,2,3,9,1,11,2,7,4,9,4,1,2,1,4,2,3,9,1,11,2,7,4
4134,12,3,12,1,9,3,9,1,9,4,12,2,1,2,12,3,12,1,9,3,9,1,9,4,12,2,1,2
4135,1,2,9,4,9,2,2,1,9,4,13,3,12,1,1,2,9,4,9,2,2,1,9,4,13,3,12,1
4136,13,1,2,1,6,3,12,2,9,3,10,4,10,4,13,1,2,1,6,3,12,2,9,3,10,4,10,4
4137,13,3,3,4,9,3,5,4,12,4,7,1,2,1,13,3,3,4,9,3,5,4,12,4,7,1,2,1
4138,8,2,3,2,3,2,4,3,5,4,2,4,10,1,8,2,3,2,3,2,4,3,5,4,2,4,10,1
4139,1,2,7,3,6,3,3,3,7,2,12,4,2,4,1,2,7,3,6,3,3,3,7,2,12,4,2,4
4140,10,1,6,4,2,3,5,2,12,1,7,3,6,2,10,1,6,4,2,3,5,2,12,1,7,3,6,2
4141,13,3,2,4,1,1,11,1,1,4,11,2,7,1,13,3,2,4,1,1,11,1,1,4,11,2,7,1
4142,1,4,4,1,3,2,10,4,11,2,10,2,6,4,1,4,4,1,3,2,10,4,11,2,10,2,6,4
4143,13,4,4,3,10,3,10,2,4,1,6,4,13,4,13,4,4,3,10,3,10,2,4,1,6,4,13,4
4144,8,4,3,2,2,4,6,2,2,3,11,1,2,4,8,4,3,2,2,4,6,2,2,3,11,1,2,4
4145,10,2,10,4,8,1,6,2,13,2,10,4,2,2,10,2,10,4,8,1,6,2,13,2,10,4,2,2
4146,5,1,13,4,5,2,12,1,5,4,1,1,11,1,5,1,13,4,5,2,12,1,5,4,1,1,11,1
4147,8,4,6,2,2,4,12,2,2,1,9,3,1,2,8,4,6,2,2,4,12,2,2,1,9,3,1,2
4148,4,2,5,4,5,2,5,3,6,4,12,1,12,2,4,2,5,4,5,2,5,3,6,4,12,1,12,2
4149,7,4,7,3,4,3,8,4,8,2,7,3,1,3,7,4,7,3,4,3,8,4,8,2,7,3,1,3
4150,1,1,4,2,10,3,8,1,4,3,13,1,12,1,1,1,4,2,10,3,8,1,4,3,13,1,12,1
4151,2,4,13,1,11,1,10,1,8,3,6,1,13,3,2,4,13,1,11,1,10,1,8,3,6,1,13,3
4152,9,1,6,1,2,4,11,1,13,4,12,3,8,1,9,1,6,1,2,4,11,1,13,4,12,3,8,1
4153,2,1,2,2,5,3,6,3,4,3,1,2,4,2,2,1,2,2,5,3,6,3,4,3,1,2,4,2
4154,5,4,13,4,3,2,3,2,10,2,3,1,4,1,5,4,13,4,3,2,3,2,10,2,3,1,4,1
4155,9,1,9,4,13,4,9,1,4,4,5,4,12,2,9,1,9,4,13,4,9,1,4,4,5,4,12,2
4156,5,3,7,3,5,3,3,1,5,1,12,2,6,1,5,3,7,3,5,3,3,1,5,1,12,2,6,1
4157,2,1,10,2,4,2,12,3,8,4,11,3,7,4,2,1,10,2,4,2,12,3,8,4,11,3,7,4
4158,9,2,10,2,1,3,8,1,1,3,13,4,8,1,9,2,10,2,1,3,8,1,1,3,13,4,8,1
4159,12,1,1,3,6,1,10,1,4,1,8,4,7,4,12,1,1,3,6,1,10,1,4,1,8,4,7,4
4160,12,4,5,3,10,1,5,1,7,2,6,1,9,1,12,4,5,3,10,1,5,1,7,2,6,1,9,1
4161,13,3,11,1,4,1,1,1,3,3,2,2,10,3,13,3,11,1,4,1,1,1,3,3,2,2,10,3
4162,8,4,13,1,3,3,1,2,5,2,1,3,4,1,8,4,13,1,3,3,1,2,5,2,1,3,4,1
4163,7,4,10,2,5,3,5,1,4,3,6,1,3,2,7,4,10,2,5,3,5,1,4,3,6,1,3,2
4164,13,3,9,3,3,1,8,3,8,3,2,3,5,2,13,3,9,3,3,1,8,3,8,3,2,3,5,2
4165,11,4,11,1,13,4,5,4,6,2,4,2,13,3,11,4,11,1,13,4,5,4,6,2,4,2,13,3
4166,4,3,5,1,13,1,3,1,11,3,5,3,7,3,4,3,5,1,13,1,3,1,11,3,5,3,7,3
4167,1,4,12,4,5,3,3,1,12,1,12,4,2,1,1,4,12,4,5,3,3,1,12,1,12,4,2,1
4168,6,4,13,2,8,1,13,2,11,4,10,2,5,3,6,4,13,2,8,1,13,2,11,4,10,2,5,3
4169,9,2,3,2,3,4,4,1,13,1,11,4,13,2,9,2,3,2,3,4,4,1,13,1,11,4,13,2
4170,8,4,13,1,5,4,1,4,6,4,9,2,1,3,8,4,13,1,5,4,1,4,6,4,9,2,1,3
4171,8,4,8,2,1,4,13,4,9,2,11,4,3,3,8,4,8,2,1,4,13,4,9,2,11,4,3,3
4172,12,2,7,1,8,4,13,2,7,1,10,3,3,1,12,2,7,1,8,4,13,2,7,1,10,3,3,1
4173,11,4,5,3,7,1,8,1,3,1,6,1,8,1,11,4,5,3,7,1,8,1,3,1,6,1,8,1
4174,8,2,5,1,8,3,9,3,7,3,13,2,3,4,8,2,5,1,8,3,9,3,7,3,13,2,3,4
4175,5,4,7,3,12,3,11,4,11,1,13,2,10,4,5,4,7,3,12,3,11,4,11,1,13,2,10,4
4176,1,1,11,1,12,1,13,4,13,1,11,2,6,3,1,1,11,1,12,1,13,4,13,1,11,2,6,3
4177,11,1,6,2,8,1,10,1,1,1,4,4,5,1,11,1,6,2,8,1,10,1,1,1,4,4,5,1
4178,9,2,6,4,1,1,11,3,9,2,7,2,2,1,9,2,6,4,1,1,11,3,9,2,7,2,2,1
4179,4,1,6,4,6,1,10,3,3,2,12,4,6,1,4,1,6,4,6,1,10,3,3,2,12,4,6,1
4180,6,2,1,4,4,3,10,1,11,4,1,3,7,1,6,2,1,4,4,3,10,1,11,4,1,3,7,1
4181,5,4,1,4,9,4,9,1,5,3,9,2,1,4,5,4,1,4,9,4,9,1,5,3,9,2,1,4
4182,3,2,8,3,9,2,1,4,10,3,13,1,2,2,3,2,8,3,9,2,1,4,10,3,13,1,2,2
4183,1,2,2,4,2,2,4,4,6,1,7,2,9,3,1,2,2,4,2,2,4,4,6,1,7,2,9,3
4184,8,3,8,2,8,2,1,2,6,2,5,3,11,3,8,3,8,2,8,2,1,2,6,2,5,3,11,3
4185,1,1,10,3,13,2,2,1,5,2,7,3,4,4,1,1,10,3,13,2,2,1,5,2,7,3,4,4
4186,10,3,10,4,13,1,10,3,3,3,2,2,4,1,10,3,10,4,13,1,10,3,3,3,2,2,4,1
4187,12,1,6,2,2,3,2,1,2,2,8,3,11,3,12,1,6,2,2,3,2,1,2,2,8,3,11,3
4188,10,3,13,4,1,2,10,2,7,3,10,3,4,1,10,3,13,4,1,2,10,2,7,3,10,3,4,1
4189,9,2,5,3,4,4,11,3,12,1,11,2,2,2,9,2,5,3,4,4,11,3,12,1,11,2,2,2
4190,13,3,10,2,4,1,8,3,8,4,1,3,9,2,13,3,10,2,4,1,8,3,8,4,1,3,9,2
4191,11,2,8,4,13,2,6,3,7,1,4,3,3,3,11,2,8,4,13,2,6,3,7,1,4,3,3,3
4192,1,2,2,2,5,3,7,3,12,4,8,1,4,1,1,2,2,2,5,3,7,3,12,4,8,1,4,1
4193,8,1,4,2,1,3,6,1,4,4,8,4,2,4,8,1,4,2,1,3,6,1,4,4,8,4,2,4
4194,6,4,12,4,12,4,12,1,8,3,12,1,13,2,6,4,12,4,12,4,12,1,8,3,12,1,13,2
4195,3,1,2,2,3,2,4,4,5,2,9,3,4,1,3,1,2,2,3,2,4,4,5,2,9,3,4,1
4196,10,2,2,4,2,4,9,4,10,1,5,1,1,4,10,2,2,4,2,4,9,4,10,1,5,1,1,4
4197,13,2,10,4,10,4,3,2,11,3,12,4,10,4,13,2,10,4,10,4,3,2,11,3,12,4,10,4
4198,10,2,4,4,4,1,2,4,5,3,2,1,9,4,10,2,4,4,4,1,2,4,5,3,2,1,9,4
4199,5,4,9,1,9,2,13,3,6,4,6,1,5,2,5,4,9,1,9,2,13,3,6,4,6,1,5,2
4200,12,4,7,2,1,4,7,3,11,4,2,1,8,4,12,4,7,2,1,4,7,3,11,4,2,1,8,4
4201,8,2,13,3,9,3,4,4,2,1,7,4,10,2,8,2,13,3,9,3,4,4,2,1,7,4,10,2
4202,7,2,13,1,1,4,6,2,11,4,10,4,5,4,7,2,13,1,1,4,6,2,11,4,10,4,5,4
4203,10,1,13,1,7,3,11,3,2,3,6,2,2,1,10,1,13,1,7,3,11,3,2,3,6,2,2,1
4204,8,4,13,2,2,4,6,2,11,3,4,3,4,2,8,4,13,2,2,4,6,2,11,3,4,3,4,2
4205,11,2,4,2,11,4,8,1,1,1,2,2,9,2,11,2,4,2,11,4,8,1,1,1,2,2,9,2
4206,13,3,7,2,3,4,10,2,13,1,12,4,3,2,13,3,7,2,3,4,10,2,13,1,12,4,3,2
4207,9,2,2,3,7,4,9,4,7,1,8,2,12,4,9,2,2,3,7,4,9,4,7,1,8,2,12,4
4208,8,1,11,3,10,2,8,3,9,2,8,1,6,3,8,1,11,3,10,2,8,3,9,2,8,1,6,3
4209,1,3,1,1,13,1,3,1,12,2,5,1,4,4,1,3,1,1,13,1,3,1,12,2,5,1,4,4
4210,2,2,7,3,3,4,11,3,12,1,6,2,8,3,2,2,7,3,3,4,11,3,12,1,6,2,8,3
4211,2,2,11,2,1,1,11,1,5,2,9,1,10,4,2,2,11,2,1,1,11,1,5,2,9,1,10,4
4212,9,1,12,1,8,4,8,2,8,3,11,3,8,4,9,1,12,1,8,4,8,2,8,3,11,3,8,4
4213,7,4,2,1,2,3,8,3,11,2,1,1,8,4,7,4,2,1,2,3,8,3,11,2,1,1,8,4
4214,2,4,3,3,4,1,10,4,3,3,6,3,2,2,2,4,3,3,4,1,10,4,3,3,6,3,2,2
4215,7,1,9,2,5,4,11,2,5,4,5,4,2,2,7,1,9,2,5,4,11,2,5,4,5,4,2,2
4216,4,4,7,3,4,1,11,1,13,1,3,4,11,2,4,4,7,3,4,1,11,1,13,1,3,4,11,2
4217,1,3,1,4,8,2,1,3,9,2,10,4,12,4,1,3,1,4,8,2,1,3,9,2,10,4,12,4
4218,6,1,10,4,5,3,4,1,11,2,13,1,2,1,6,1,10,4,5,3,4,1,11,2,13,1,2,1
4219,2,2,3,3,7,3,9,2,3,4,2,2,9,4,2,2,3,3,7,3,9,2,3,4,2,2,9,4
4220,13,3,1,2,8,2,10,2,6,3,10,3,8,2,13,3,1,2,8,2,10,2,6,3,10,3,8,2
4221,11,1,8,2,6,2,10,1,5,1,6,3,11,1,11,1,8,2,6,2,10,1,5,1,6,3,11,1
4222,10,4,5,1,2,3,2,4,13,2,7,4,13,4,10,4,5,1,2,3,2,4,13,2,7,4,13,4
4223,8,1,4,1,3,3,5,4,5,3,12,3,10,1,8,1,4,1,3,3,5,4,5,3,12,3,10,1
4224,6,1,9,3,13,1,12,2,9,2,5,1,2,1,6,1,9,3,13,1,12,2,9,2,5,1,2,1
4225,2,2,1,3,10,4,2,2,5,2,7,2,11,4,2,2,1,3,10,4,2,2,5,2,7,2,11,4
4226,8,2,4,3,9,1,9,4,10,2,4,2,9,4,8,2,4,3,9,1,9,4,10,2,4,2,9,4
4227,6,3,8,4,13,3,3,2,2,1,3,4,4,2,6,3,8,4,13,3,3,2,2,1,3,4,4,2
4228,7,4,9,3,10,4,12,2,11,4,10,2,5,1,7,4,9,3,10,4,12,2,11,4,10,2,5,1
4229,8,3,11,2,6,4,12,4,10,2,6,1,13,2,8,3,11,2,6,4,12,4,10,2,6,1,13,2
4230,3,2,13,2,11,3,3,3,9,4,9,4,11,1,3,2,13,2,11,3,3,3,9,4,9,4,11,1
4231,6,4,6,1,13,2,7,3,3,2,1,3,10,2,6,4,6,1,13,2,7,3,3,2,1,3,10,2
4232,3,2,1,2,11,2,9,3,3,1,4,2,1,3,3,2,1,2,11,2,9,3,3,1,4,2,1,3
4233,6,1,9,3,12,3,13,1,10,1,12,3,5,3,6,1,9,3,12,3,13,1,10,1,12,3,5,3
4234,8,4,6,4,5,4,11,2,12,1,4,1,13,1,8,4,6,4,5,4,11,2,12,1,4,1,13,1
4235,8,1,5,3,6,4,9,1,2,4,13,4,8,3,8,1,5,3,6,4,9,1,2,4,13,4,8,3
4236,11,1,2,1,2,3,5,1,12,1,13,4,10,3,11,1,2,1,2,3,5,1,12,1,13,4,10,3
4237,12,3,10,4,1,4,5,3,4,4,7,4,9,2,12,3,10,4,1,4,5,3,4,4,7,4,9,2
4238,6,3,7,2,13,2,12,3,5,1,11,2,1,1,6,3,7,2,13,2,12,3,5,1,11,2,1,1
4239,7,4,9,1,1,3,11,2,9,1,12,4,5,1,7,4,9,1,1,3,11,2,9,1,12,4,5,1
4240,13,2,4,4,13,2,11,1,4,1,2,4,9,3,13,2,4,4,13,2,11,1,4,1,2,4,9,3
4241,4,3,10,4,13,3,3,4,6,2,11,3,9,1,4,3,10,4,13,3,3,4,6,2,11,3,9,1
4242,12,4,7,1,5,1,7,3,13,3,7,2,2,2,12,4,7,1,5,1,7,3,13,3,7,2,2,2
4243,4,4,1,2,1,3,9,3,9,4,12,4,11,1,4,4,1,2,1,3,9,3,9,4,12,4,11,1
4244,9,1,7,2,10,2,7,2,8,4,8,4,3,4,9,1,7,2,10,2,7,2,8,4,8,4,3,4
4245,3,2,2,2,4,4,12,2,9,1,8,4,9,2,3,2,2,2,4,4,12,2,9,1,8,4,9,2
4246,5,2,5,1,6,4,11,4,9,1,9,2,2,1,5,2,5,1,6,4,11,4,9,1,9,2,2,1
4247,13,2,1,4,2,2,10,2,7,3,7,4,9,4,13,2,1,4,2,2,10,2,7,3,7,4,9,4
4248,13,4,2,2,9,4,9,3,5,1,12,4,11,1,13,4,2,2,9,4,9,3,5,1,12,4,11,1
4249,9,3,8,2,1,4,7,1,2,4,3,1,2,2,9,3,8,2,1,4,7,1,2,4,3,1,2,2
4250,8,3,12,1,12,3,12,4,7,3,4,1,13,2,8,3,12,1,12,3,12,4,7,3,4,1,13,2
4251,11,4,7,2,2,1,10,3,8,2,6,4,9,2,11,4,7,2,2,1,10,3,8,2,6,4,9,2
4252,7,3,13,3,11,1,13,2,5,3,9,4,4,3,7,3,13,3,11,1,13,2,5,3,9,4,4,3
4253,7,1,11,3,4,1,11,2,5,4,4,1,13,2,7,1,11,3,4,1,11,2,5,4,4,1,13,2
4254,11,4,5,2,3,2,6,1,7,1,7,4,12,3,11,4,5,2,3,2,6,1,7,1,7,4,12,3
4255,1,1,7,1,6,2,12,3,8,3,2,2,8,4,1,1,7,1,6,2,12,3,8,3,2,2,8,4
4256,3,1,10,4,9,2,2,2,10,1,3,4,8,3,3,1,10,4,9,2,2,2,10,1,3,4,8,3
4257,10,4,13,3,4,3,4,3,2,3,3,1,11,1,10,4,13,3,4,3,4,3,2,3,3,1,11,1
4258,10,4,6,3,3,1,12,4,6,2,13,2,6,3,10,4,6,3,3,1,12,4,6,2,13,2,6,3
4259,6,1,12,1,6,1,8,3,1,4,2,2,12,1,6,1,12,1,6,1,8,3,1,4,2,2,12,1
4260,6,3,6,2,11,4,1,1,5,3,12,2,5,4,6,3,6,2,11,4,1,1,5,3,12,2,5,4
4261,1,2,4,4,10,2,1,3,6,3,1,3,10,2,1,2,4,4,10,2,1,3,6,3,1,3,10,2
4262,10,1,13,1,3,2,13,2,4,2,4,1,10,4,10,1,13,1,3,2,13,2,4,2,4,1,10,4
4263,11,2,2,2,3,3,13,3,3,4,9,2,10,3,11,2,2,2,3,3,13,3,3,4,9,2,10,3
4264,2,1,12,2,10,3,11,1,1,3,10,4,10,4,2,1,12,2,10,3,11,1,1,3,10,4,10,4
4265,4,4,13,4,11,2,11,1,11,4,13,2,7,1,4,4,13,4,11,2,11,1,11,4,13,2,7,1
4266,7,2,7,3,10,1,1,1,10,3,12,4,13,3,7,2,7,3,10,1,1,1,10,3,12,4,13,3
4267,12,1,7,3,8,4,6,2,3,4,11,4,7,2,12,1,7,3,8,4,6,2,3,4,11,4,7,2
4268,12,3,11,1,5,1,1,3,6,4,8,4,12,4,12,3,11,1,5,1,1,3,6,4,8,4,12,4
4269,12,1,13,2,5,1,8,1,13,4,8,2,12,4,12,1,13,2,5,1,8,1,13,4,8,2,12,4
4270,9,2,5,2,8,2,5,2,12,1,3,1,13,1,9,2,5,2,8,2,5,2,12,1,3,1,13,1
4271,1,3,8,2,1,1,8,2,13,2,10,3,13,4,1,3,8,2,1,1,8,2,13,2,10,3,13,4
4272,1,4,8,3,2,1,3,3,2,3,7,3,8,1,1,4,8,3,2,1,3,3,2,3,7,3,8,1
4273,2,2,5,3,11,3,2,1,9,1,11,1,7,2,2,2,5,3,11,3,2,1,9,1,11,1,7,2
4274,3,2,1,4,2,3,5,2,11,1,5,3,5,1,3,2,1,4,2,3,5,2,11,1,5,3,5,1
4275,7,1,1,1,12,1,7,4,12,1,1,3,12,3,7,1,1,1,12,1,7,4,12,1,1,3,12,3
4276,8,3,10,4,11,1,6,4,7,4,13,1,3,2,8,3,10,4,11,1,6,4,7,4,13,1,3,2
4277,11,4,1,2,8,2,9,4,11,3,11,3,2,3,11,4,1,2,8,2,9,4,11,3,11,3,2,3
4278,2,4,3,3,1,4,3,3,5,2,10,3,12,2,2,4,3,3,1,4,3,3,5,2,10,3,12,2
4279,6,4,7,1,4,4,9,3,11,1,5,3,3,1,6,4,7,1,4,4,9,3,11,1,5,3,3,1
4280,6,3,2,1,3,3,1,4,11,2,7,3,13,3,6,3,2,1,3,3,1,4,11,2,7,3,13,3
4281,3,3,6,3,1,2,12,4,12,1,2,3,7,1,3,3,6,3,1,2,12,4,12,1,2,3,7,1
4282,8,4,7,4,10,3,9,1,11,4,11,1,1,3,8,4,7,4,10,3,9,1,11,4,11,1,1,3
4283,8,2,11,2,4,1,6,4,4,3,7,1,5,2,8,2,11,2,4,1,6,4,4,3,7,1,5,2
4284,3,3,3,3,12,3,1,4,11,4,3,4,9,2,3,3,3,3,12,3,1,4,11,4,3,4,9,2
4285,12,1,8,3,1,1,5,4,13,2,4,1,12,4,12,1,8,3,1,1,5,4,13,2,4,1,12,4
4286,12,3,11,1,11,4,8,3,10,3,6,3,9,4,12,3,11,1,11,4,8,3,10,3,6,3,9,4
4287,8,3,8,3,8,3,5,1,7,4,1,2,12,3,8,3,8,3,8,3,5,1,7,4,1,2,12,3
4288,9,2,4,1,2,3,2,2,12,4,4,4,10,4,9,2,4,1,2,3,2,2,12,4,4,4,10,4
4289,8,1,7,4,2,2,5,3,1,2,10,3,10,1,8,1,7,4,2,2,5,3,1,2,10,3,10,1
4290,13,4,10,1,10,3,1,1,1,1,1,3,11,2,13,4,10,1,10,3,1,1,1,1,1,3,11,2
4291,8,3,4,3,4,1,2,3,11,1,12,1,13,3,8,3,4,3,4,1,2,3,11,1,12,1,13,3
4292,3,1,5,3,13,1,6,4,5,4,4,1,7,2,3,1,5,3,13,1,6,4,5,4,4,1,7,2
4293,8,2,10,4,8,4,10,1,6,2,7,1,6,3,8,2,10,4,8,4,10,1,6,2,7,1,6,3
4294,10,3,4,2,13,3,12,4,7,2,1,1,5,3,10,3,4,2,13,3,12,4,7,2,1,1,5,3
4295,3,3,7,2,5,1,8,2,1,1,7,2,1,4,3,3,7,2,5,1,8,2,1,1,7,2,1,4
4296,11,3,12,3,8,2,12,2,9,3,10,4,11,1,11,3,12,3,8,2,12,2,9,3,10,4,11,1
4297,4,1,8,1,9,2,2,4,7,3,5,1,6,4,4,1,8,1,9,2,2,4,7,3,5,1,6,4
4298,9,3,8,1,13,2,13,1,11,4,10,1,2,2,9,3,8,1,13,2,13,1,11,4,10,1,2,2
4299,5,4,6,1,5,4,13,3,4,4,6,3,5,2,5,4,6,1,5,4,13,3,4,4,6,3,5,2
4300,10,2,13,2,11,1,8,1,9,3,12,1,8,3,10,2,13,2,11,1,8,1,9,3,12,1,8,3
4301,10,1,6,3,2,3,1,2,7,4,12,4,10,1,10,1,6,3,2,3,1,2,7,4,12,4,10,1
4302,4,2,1,1,5,4,4,2,4,4,11,4,7,2,4,2,1,1,5,4,4,2,4,4,11,4,7,2
4303,1,3,5,1,2,4,9,1,3,4,3,4,12,1,1,3,5,1,2,4,9,1,3,4,3,4,12,1
4304,6,3,5,1,1,1,4,1,2,2,13,4,6,4,6,3,5,1,1,1,4,1,2,2,13,4,6,4
4305,2,3,6,2,13,1,8,1,9,2,13,1,9,2,2,3,6,2,13,1,8,1,9,2,13,1,9,2
4306,10,1,2,4,5,1,7,2,3,4,12,1,2,4,10,1,2,4,5,1,7,2,3,4,12,1,2,4
4307,4,2,1,2,1,2,2,3,9,2,13,2,12,4,4,2,1,2,1,2,2,3,9,2,13,2,12,4
4308,4,1,13,2,7,2,3,3,7,4,1,2,2,3,4,1,13,2,7,2,3,3,7,4,1,2,2,3
4309,1,2,8,3,13,2,11,1,7,2,3,2,1,3,1,2,8,3,13,2,11,1,7,2,3,2,1,3
4310,13,4,1,3,1,4,4,4,13,4,9,4,12,1,13,4,1,3,1,4,4,4,13,4,9,4,12,1
4311,5,1,8,1,6,4,6,1,13,3,4,1,1,2,5,1,8,1,6,4,6,1,13,3,4,1,1,2
4312,11,1,10,1,5,4,9,4,3,4,9,3,9,3,11,1,10,1,5,4,9,4,3,4,9,3,9,3
4313,13,1,11,1,3,4,13,2,9,1,4,2,9,3,13,1,11,1,3,4,13,2,9,1,4,2,9,3
