,rank1,suit1,rank2,suit2,rank3,suit3,rank4,suit4,rank5,suit5,rank6,suit6,rank7,suit7,class,win
16160,3,hearts,11,hearts,13,hearts,1,diamonds,9,spades,1,diamonds,13,hearts,2,-1
16161,1,clubs,3,clubs,13,hearts,1,diamonds,9,spades,1,diamonds,13,hearts,6,1
16162,7,spades,11,diamonds,3,clubs,5,clubs,9,diamonds,3,spades,6,diamonds,1,-1
16163,9,hearts,12,diamonds,3,clubs,5,clubs,9,diamonds,3,spades,6,diamonds,2,1
16164,10,hearts,11,clubs,12,clubs,2,spades,9,diamonds,12,clubs,7,hearts,1,-1
16165,9,spades,2,hearts,12,clubs,2,spades,9,diamonds,12,clubs,7,hearts,2,1
16166,6,clubs,2,hearts,10,clubs,7,spades,10,hearts,1,diamonds,7,hearts,2,-1
16167,5,clubs,7,clubs,10,clubs,7,spades,10,hearts,1,diamonds,7,hearts,6,1
16168,12,diamonds,9,spades,13,spades,1,diamonds,11,spades,9,clubs,9,diamonds,3,1
16169,12,spades,13,clubs,13,spades,1,diamonds,11,spades,9,clubs,9,diamonds,2,-1
16170,11,clubs,5,spades,7,spades,1,diamonds,12,diamonds,9,clubs,1,hearts,1,1
16171,5,diamonds,3,spades,7,spades,1,diamonds,12,diamonds,9,clubs,1,hearts,1,-1
16172,2,spades,6,clubs,5,spades,9,diamonds,3,clubs,5,clubs,3,clubs,2,-1
16173,10,clubs,3,hearts,5,spades,9,diamonds,3,clubs,5,clubs,3,clubs,6,1
16174,13,spades,10,clubs,7,hearts,8,spades,13,diamonds,6,hearts,4,clubs,1,1
16175,3,clubs,6,hearts,7,hearts,8,spades,13,diamonds,6,hearts,4,clubs,1,-1
16176,5,diamonds,13,hearts,13,hearts,7,clubs,3,hearts,2,hearts,4,hearts,5,1
16177,6,spades,9,hearts,13,hearts,7,clubs,3,hearts,2,hearts,4,hearts,5,-1
16178,6,diamonds,11,spades,7,spades,2,spades,9,hearts,5,hearts,9,diamonds,1,-1
16179,9,spades,10,hearts,7,spades,2,spades,9,hearts,5,hearts,9,diamonds,3,1
16180,13,spades,9,diamonds,6,spades,11,clubs,12,diamonds,9,clubs,8,spades,1,-1
16181,8,clubs,11,spades,6,spades,11,clubs,12,diamonds,9,clubs,8,spades,2,1
16182,4,hearts,8,hearts,13,clubs,8,hearts,5,spades,4,spades,7,diamonds,2,1
16183,7,hearts,3,spades,13,clubs,8,hearts,5,spades,4,spades,7,diamonds,1,-1
16184,4,spades,1,spades,1,spades,3,diamonds,12,diamonds,4,spades,5,spades,5,1
16185,1,hearts,10,spades,1,spades,3,diamonds,12,diamonds,4,spades,5,spades,1,-1
16186,3,diamonds,11,clubs,10,spades,1,hearts,9,hearts,6,hearts,12,spades,0,1
16187,7,clubs,8,clubs,10,spades,1,hearts,9,hearts,6,hearts,12,spades,0,-1
16188,4,hearts,2,diamonds,7,spades,4,diamonds,12,diamonds,4,spades,1,hearts,3,1
16189,1,clubs,9,spades,7,spades,4,diamonds,12,diamonds,4,spades,1,hearts,2,-1
16190,13,spades,5,clubs,13,diamonds,1,clubs,4,diamonds,7,spades,9,diamonds,1,-1
16191,9,spades,9,diamonds,13,diamonds,1,clubs,4,diamonds,7,spades,9,diamonds,3,1
16192,10,clubs,13,hearts,7,diamonds,12,hearts,11,spades,7,hearts,8,spades,1,1
16193,13,diamonds,1,diamonds,7,diamonds,12,hearts,11,spades,7,hearts,8,spades,1,-1
16194,5,clubs,10,clubs,7,hearts,8,diamonds,3,hearts,3,hearts,9,hearts,1,1
16195,10,clubs,12,diamonds,7,hearts,8,diamonds,3,hearts,3,hearts,9,hearts,1,-1
16196,3,diamonds,13,diamonds,2,spades,3,diamonds,12,diamonds,11,hearts,6,clubs,1,1
16197,7,diamonds,3,clubs,2,spades,3,diamonds,12,diamonds,11,hearts,6,clubs,1,-1
16198,1,clubs,4,diamonds,1,clubs,5,clubs,8,hearts,1,clubs,9,diamonds,3,1
16199,13,spades,13,clubs,1,clubs,5,clubs,8,hearts,1,clubs,9,diamonds,2,-1
16200,12,hearts,10,spades,2,spades,3,diamonds,5,diamonds,5,hearts,3,clubs,2,1
16201,2,hearts,13,clubs,2,spades,3,diamonds,5,diamonds,5,hearts,3,clubs,2,-1
16202,10,clubs,7,hearts,11,hearts,1,diamonds,6,diamonds,12,spades,12,spades,1,-1
16203,12,spades,3,spades,11,hearts,1,diamonds,6,diamonds,12,spades,12,spades,3,1
16204,8,diamonds,5,spades,6,hearts,1,spades,3,clubs,4,diamonds,9,hearts,0,-1
16205,10,clubs,4,hearts,6,hearts,1,spades,3,clubs,4,diamonds,9,hearts,1,1
16206,4,hearts,2,diamonds,8,spades,3,clubs,8,diamonds,6,spades,7,hearts,1,1
16207,5,diamonds,4,spades,8,spades,3,clubs,8,diamonds,6,spades,7,hearts,1,-1
16208,4,diamonds,12,hearts,10,hearts,9,diamonds,9,spades,11,spades,1,clubs,1,1
16209,8,hearts,12,diamonds,10,hearts,9,diamonds,9,spades,11,spades,1,clubs,1,-1
16210,6,hearts,12,clubs,7,hearts,8,clubs,8,diamonds,6,hearts,8,spades,6,-1
16211,3,spades,8,diamonds,7,hearts,8,clubs,8,diamonds,6,hearts,8,spades,7,1
16212,10,hearts,1,diamonds,12,hearts,6,hearts,7,clubs,8,spades,7,diamonds,1,-1
16213,13,diamonds,7,spades,12,hearts,6,hearts,7,clubs,8,spades,7,diamonds,3,1
16214,10,hearts,1,diamonds,13,hearts,7,spades,8,diamonds,7,clubs,4,diamonds,1,1
16215,12,clubs,5,clubs,13,hearts,7,spades,8,diamonds,7,clubs,4,diamonds,1,-1
16216,9,diamonds,11,spades,11,spades,8,diamonds,3,hearts,2,hearts,7,diamonds,1,1
16217,5,spades,12,spades,11,spades,8,diamonds,3,hearts,2,hearts,7,diamonds,0,-1
16218,4,hearts,8,spades,11,clubs,3,spades,2,hearts,8,hearts,7,diamonds,1,1
16219,12,spades,3,diamonds,11,clubs,3,spades,2,hearts,8,hearts,7,diamonds,1,-1
16220,3,clubs,8,clubs,10,clubs,9,clubs,2,hearts,2,clubs,3,hearts,5,1
16221,6,spades,6,clubs,10,clubs,9,clubs,2,hearts,2,clubs,3,hearts,2,-1
16222,4,spades,5,clubs,7,clubs,10,spades,3,spades,6,diamonds,4,hearts,1,1
16223,9,clubs,6,diamonds,7,clubs,10,spades,3,spades,6,diamonds,4,hearts,1,-1
16224,5,clubs,9,clubs,11,clubs,10,clubs,12,hearts,5,spades,12,spades,2,1
16225,8,clubs,10,spades,11,clubs,10,clubs,12,hearts,5,spades,12,spades,2,-1
16226,2,spades,9,clubs,11,hearts,7,spades,4,clubs,9,diamonds,1,spades,1,1
16227,12,spades,6,clubs,11,hearts,7,spades,4,clubs,9,diamonds,1,spades,0,-1
16228,2,spades,2,diamonds,8,hearts,3,clubs,3,diamonds,3,diamonds,2,spades,3,-1
16229,12,clubs,12,diamonds,8,hearts,3,clubs,3,diamonds,3,diamonds,2,spades,6,1
16230,1,clubs,12,spades,1,spades,9,clubs,1,clubs,9,hearts,6,clubs,6,1
16231,8,clubs,6,hearts,1,spades,9,clubs,1,clubs,9,hearts,6,clubs,2,-1
16232,2,clubs,8,spades,10,hearts,8,clubs,6,clubs,3,clubs,7,spades,1,1
16233,11,spades,10,spades,10,hearts,8,clubs,6,clubs,3,clubs,7,spades,1,-1
16234,8,hearts,4,diamonds,2,diamonds,4,spades,7,diamonds,13,spades,12,clubs,1,1
16235,5,spades,12,diamonds,2,diamonds,4,spades,7,diamonds,13,spades,12,clubs,1,-1
16236,2,clubs,6,diamonds,7,diamonds,6,diamonds,12,spades,9,spades,12,hearts,2,1
16237,10,diamonds,7,spades,7,diamonds,6,diamonds,12,spades,9,spades,12,hearts,2,-1
16238,3,diamonds,11,clubs,11,spades,4,hearts,10,spades,13,diamonds,2,hearts,1,1
16239,4,spades,12,spades,11,spades,4,hearts,10,spades,13,diamonds,2,hearts,1,-1
16240,12,diamonds,12,clubs,10,diamonds,4,clubs,7,diamonds,2,diamonds,3,spades,1,1
16241,8,hearts,8,clubs,10,diamonds,4,clubs,7,diamonds,2,diamonds,3,spades,1,-1
16242,7,diamonds,4,hearts,2,hearts,12,diamonds,13,spades,10,spades,2,hearts,1,1
16243,9,clubs,4,spades,2,hearts,12,diamonds,13,spades,10,spades,2,hearts,1,-1
16244,8,clubs,9,clubs,12,clubs,5,diamonds,9,spades,2,clubs,10,hearts,1,1
16245,2,hearts,1,clubs,12,clubs,5,diamonds,9,spades,2,clubs,10,hearts,1,-1
16246,7,hearts,5,spades,13,spades,4,diamonds,2,spades,4,spades,6,diamonds,1,-1
16247,6,clubs,1,diamonds,13,spades,4,diamonds,2,spades,4,spades,6,diamonds,2,1
16248,2,spades,7,spades,10,diamonds,6,hearts,4,spades,9,clubs,2,diamonds,1,-1
16249,6,diamonds,9,hearts,10,diamonds,6,hearts,4,spades,9,clubs,2,diamonds,2,1
16250,12,diamonds,1,diamonds,8,diamonds,1,diamonds,7,clubs,2,spades,4,hearts,1,-1
16251,2,spades,7,clubs,8,diamonds,1,diamonds,7,clubs,2,spades,4,hearts,2,1
16252,6,clubs,4,clubs,8,spades,5,spades,7,spades,1,diamonds,11,hearts,0,-1
16253,12,spades,9,spades,8,spades,5,spades,7,spades,1,diamonds,11,hearts,5,1
16254,11,spades,3,clubs,12,hearts,6,diamonds,11,clubs,5,hearts,9,clubs,1,1
16255,1,spades,13,clubs,12,hearts,6,diamonds,11,clubs,5,hearts,9,clubs,0,-1
16256,12,hearts,13,hearts,5,diamonds,10,spades,5,clubs,8,spades,13,diamonds,2,1
16257,10,hearts,6,hearts,5,diamonds,10,spades,5,clubs,8,spades,13,diamonds,2,-1
16258,1,diamonds,5,clubs,3,spades,5,hearts,5,clubs,1,hearts,2,spades,6,1
16259,2,hearts,3,clubs,3,spades,5,hearts,5,clubs,1,hearts,2,spades,2,-1
16260,10,spades,3,diamonds,3,diamonds,12,hearts,10,clubs,13,diamonds,13,clubs,2,-1
16261,11,clubs,13,diamonds,3,diamonds,12,hearts,10,clubs,13,diamonds,13,clubs,3,1
16262,2,spades,5,clubs,13,clubs,4,diamonds,10,hearts,10,clubs,7,spades,1,-1
16263,6,clubs,4,spades,13,clubs,4,diamonds,10,hearts,10,clubs,7,spades,2,1
16264,6,spades,12,spades,10,hearts,1,spades,9,clubs,11,hearts,8,diamonds,0,-1
16265,9,clubs,4,clubs,10,hearts,1,spades,9,clubs,11,hearts,8,diamonds,1,1
16266,1,diamonds,11,hearts,1,clubs,11,diamonds,9,spades,8,diamonds,1,clubs,6,1
16267,13,diamonds,11,hearts,1,clubs,11,diamonds,9,spades,8,diamonds,1,clubs,2,-1
16268,2,hearts,8,hearts,1,hearts,4,diamonds,2,clubs,3,clubs,5,hearts,1,1
16269,8,spades,6,clubs,1,hearts,4,diamonds,2,clubs,3,clubs,5,hearts,0,-1
16270,2,hearts,4,clubs,1,hearts,6,clubs,8,hearts,2,hearts,11,clubs,1,1
16271,12,diamonds,8,diamonds,1,hearts,6,clubs,8,hearts,2,hearts,11,clubs,1,-1
16272,9,diamonds,7,spades,10,spades,7,hearts,5,clubs,8,spades,2,spades,1,1
16273,11,spades,13,diamonds,10,spades,7,hearts,5,clubs,8,spades,2,spades,0,-1
16274,3,spades,3,hearts,13,spades,5,diamonds,6,hearts,2,hearts,10,spades,1,1
16275,2,clubs,3,hearts,13,spades,5,diamonds,6,hearts,2,hearts,10,spades,1,-1
16276,6,clubs,13,clubs,9,spades,9,clubs,13,clubs,1,diamonds,6,clubs,5,1
16277,13,clubs,7,diamonds,9,spades,9,clubs,13,clubs,1,diamonds,6,clubs,2,-1
16278,11,hearts,4,diamonds,10,spades,13,spades,10,clubs,9,spades,10,diamonds,3,1
16279,3,hearts,2,hearts,10,spades,13,spades,10,clubs,9,spades,10,diamonds,3,-1
16280,12,clubs,10,spades,10,spades,5,diamonds,8,clubs,2,clubs,10,spades,3,1
16281,5,clubs,1,diamonds,10,spades,5,diamonds,8,clubs,2,clubs,10,spades,2,-1
16282,6,diamonds,3,diamonds,7,hearts,13,hearts,2,hearts,5,hearts,11,hearts,5,1
16283,6,spades,2,diamonds,7,hearts,13,hearts,2,hearts,5,hearts,11,hearts,5,-1
16284,1,clubs,13,spades,5,hearts,5,clubs,10,diamonds,7,diamonds,6,diamonds,1,-1
16285,5,spades,6,spades,5,hearts,5,clubs,10,diamonds,7,diamonds,6,diamonds,6,1
16286,5,hearts,10,hearts,3,diamonds,10,diamonds,7,hearts,6,spades,9,diamonds,1,1
16287,1,spades,4,hearts,3,diamonds,10,diamonds,7,hearts,6,spades,9,diamonds,0,-1
16288,10,clubs,4,clubs,8,clubs,10,spades,9,diamonds,4,clubs,11,spades,2,1
16289,4,clubs,13,diamonds,8,clubs,10,spades,9,diamonds,4,clubs,11,spades,1,-1
16290,13,spades,1,spades,6,diamonds,9,diamonds,13,hearts,7,hearts,9,spades,2,1
16291,3,diamonds,10,spades,6,diamonds,9,diamonds,13,hearts,7,hearts,9,spades,1,-1
16292,10,spades,11,clubs,9,spades,11,clubs,1,diamonds,13,clubs,1,hearts,2,1
16293,12,spades,6,spades,9,spades,11,clubs,1,diamonds,13,clubs,1,hearts,1,-1
16294,11,diamonds,1,hearts,6,spades,7,hearts,12,clubs,10,spades,12,spades,1,-1
16295,9,diamonds,9,hearts,6,spades,7,hearts,12,clubs,10,spades,12,spades,2,1
16296,4,spades,2,spades,7,diamonds,7,spades,13,spades,11,diamonds,6,clubs,1,1
16297,12,diamonds,1,clubs,7,diamonds,7,spades,13,spades,11,diamonds,6,clubs,1,-1
16298,3,spades,3,clubs,4,spades,11,diamonds,10,hearts,5,diamonds,8,spades,1,1
16299,5,clubs,7,diamonds,4,spades,11,diamonds,10,hearts,5,diamonds,8,spades,1,-1
16300,3,hearts,3,diamonds,3,spades,6,clubs,4,hearts,6,hearts,2,hearts,6,1
16301,6,spades,2,spades,3,spades,6,clubs,4,hearts,6,hearts,2,hearts,6,-1
16302,11,clubs,7,hearts,2,diamonds,6,spades,5,hearts,10,diamonds,10,diamonds,1,1
16303,11,hearts,7,clubs,2,diamonds,6,spades,5,hearts,10,diamonds,10,diamonds,1,-1
16304,12,spades,9,hearts,13,spades,6,hearts,11,diamonds,4,diamonds,9,hearts,1,-1
16305,9,diamonds,11,clubs,13,spades,6,hearts,11,diamonds,4,diamonds,9,hearts,2,1
16306,10,spades,5,spades,2,hearts,13,spades,9,clubs,12,diamonds,7,clubs,0,-1
16307,1,diamonds,2,hearts,2,hearts,13,spades,9,clubs,12,diamonds,7,clubs,1,1
16308,3,spades,9,spades,6,clubs,2,clubs,9,clubs,3,spades,4,hearts,2,1
16309,5,hearts,2,diamonds,6,clubs,2,clubs,9,clubs,3,spades,4,hearts,1,-1
16310,4,diamonds,13,clubs,6,diamonds,13,clubs,2,spades,4,hearts,9,spades,2,1
16311,8,spades,8,diamonds,6,diamonds,13,clubs,2,spades,4,hearts,9,spades,1,-1
16312,11,spades,12,hearts,5,clubs,2,diamonds,6,spades,9,clubs,6,spades,1,-1
16313,1,spades,1,diamonds,5,clubs,2,diamonds,6,spades,9,clubs,6,spades,2,1
16314,10,spades,11,diamonds,1,diamonds,3,clubs,12,hearts,3,clubs,13,clubs,1,-1
16315,10,hearts,12,hearts,1,diamonds,3,clubs,12,hearts,3,clubs,13,clubs,2,1
16316,7,diamonds,3,clubs,2,clubs,2,hearts,11,clubs,6,clubs,5,hearts,1,-1
16317,11,diamonds,9,hearts,2,clubs,2,hearts,11,clubs,6,clubs,5,hearts,2,1
16318,2,hearts,4,hearts,2,hearts,5,spades,2,diamonds,9,spades,11,hearts,3,1
16319,13,hearts,8,hearts,2,hearts,5,spades,2,diamonds,9,spades,11,hearts,1,-1
16320,11,clubs,11,spades,11,spades,3,hearts,13,clubs,7,diamonds,11,spades,7,1
16321,10,hearts,6,diamonds,11,spades,3,hearts,13,clubs,7,diamonds,11,spades,1,-1
16322,5,spades,9,diamonds,5,diamonds,6,clubs,2,hearts,9,diamonds,6,diamonds,2,1
16323,4,hearts,1,clubs,5,diamonds,6,clubs,2,hearts,9,diamonds,6,diamonds,1,-1
16324,1,clubs,13,clubs,6,diamonds,9,diamonds,4,diamonds,5,diamonds,2,diamonds,5,1
16325,6,spades,10,diamonds,6,diamonds,9,diamonds,4,diamonds,5,diamonds,2,diamonds,1,-1
16326,1,hearts,6,clubs,12,clubs,6,hearts,8,hearts,7,hearts,12,hearts,5,1
16327,2,spades,10,spades,12,clubs,6,hearts,8,hearts,7,hearts,12,hearts,1,-1
16328,5,spades,11,diamonds,5,hearts,4,spades,11,spades,11,clubs,9,spades,6,1
16329,3,clubs,5,hearts,5,hearts,4,spades,11,spades,11,clubs,9,spades,2,-1
16330,8,clubs,9,hearts,11,spades,11,clubs,12,diamonds,11,clubs,11,clubs,7,1
16331,5,diamonds,9,clubs,11,spades,11,clubs,12,diamonds,11,clubs,11,clubs,7,-1
16332,6,diamonds,10,clubs,4,diamonds,9,clubs,5,diamonds,4,spades,5,clubs,2,-1
16333,4,spades,6,clubs,4,diamonds,9,clubs,5,diamonds,4,spades,5,clubs,6,1
16334,9,diamonds,11,diamonds,5,hearts,12,clubs,2,hearts,8,hearts,2,spades,1,-1
16335,3,diamonds,2,diamonds,5,hearts,12,clubs,2,hearts,8,hearts,2,spades,3,1
16336,2,clubs,12,clubs,9,clubs,8,diamonds,10,diamonds,12,diamonds,12,diamonds,3,1
16337,2,clubs,9,spades,9,clubs,8,diamonds,10,diamonds,12,diamonds,12,diamonds,2,-1
16338,3,diamonds,9,clubs,6,hearts,4,clubs,7,spades,2,spades,2,diamonds,1,1
16339,13,clubs,8,spades,6,hearts,4,clubs,7,spades,2,spades,2,diamonds,1,-1
16340,3,hearts,5,spades,9,spades,10,hearts,12,hearts,3,hearts,12,diamonds,2,-1
16341,12,clubs,13,clubs,9,spades,10,hearts,12,hearts,3,hearts,12,diamonds,3,1
16342,11,diamonds,3,hearts,5,spades,7,hearts,11,spades,2,diamonds,3,spades,2,1
16343,12,spades,3,clubs,5,spades,7,hearts,11,spades,2,diamonds,3,spades,1,-1
16344,7,spades,6,clubs,6,spades,6,clubs,2,spades,3,clubs,3,diamonds,6,1
16345,4,spades,9,spades,6,spades,6,clubs,2,spades,3,clubs,3,diamonds,2,-1
16346,5,diamonds,2,hearts,8,diamonds,2,spades,4,hearts,13,diamonds,9,spades,1,-1
16347,13,hearts,9,hearts,8,diamonds,2,spades,4,hearts,13,diamonds,9,spades,2,1
16348,4,spades,6,spades,13,clubs,9,diamonds,5,hearts,1,hearts,12,clubs,0,1
16349,7,hearts,11,spades,13,clubs,9,diamonds,5,hearts,1,hearts,12,clubs,0,-1
16350,2,clubs,5,hearts,6,diamonds,2,spades,7,diamonds,9,hearts,2,clubs,3,1
16351,13,hearts,11,diamonds,6,diamonds,2,spades,7,diamonds,9,hearts,2,clubs,1,-1
16352,6,spades,6,clubs,3,spades,7,diamonds,8,spades,1,spades,7,clubs,2,1
16353,11,clubs,13,clubs,3,spades,7,diamonds,8,spades,1,spades,7,clubs,1,-1
16354,6,spades,1,diamonds,8,diamonds,2,clubs,1,spades,12,hearts,9,diamonds,1,1
16355,4,clubs,2,clubs,8,diamonds,2,clubs,1,spades,12,hearts,9,diamonds,1,-1
16356,8,clubs,7,spades,10,spades,1,diamonds,3,hearts,2,clubs,3,spades,1,-1
16357,8,clubs,10,hearts,10,spades,1,diamonds,3,hearts,2,clubs,3,spades,2,1
16358,5,hearts,7,clubs,12,clubs,7,clubs,11,spades,13,clubs,1,spades,1,-1
16359,5,clubs,1,clubs,12,clubs,7,clubs,11,spades,13,clubs,1,spades,5,1
16360,7,diamonds,1,hearts,5,diamonds,13,clubs,11,diamonds,11,spades,5,clubs,2,-1
16361,11,diamonds,1,clubs,5,diamonds,13,clubs,11,diamonds,11,spades,5,clubs,6,1
16362,9,spades,6,clubs,7,diamonds,6,hearts,13,diamonds,4,hearts,12,clubs,1,1
16363,3,spades,6,spades,7,diamonds,6,hearts,13,diamonds,4,hearts,12,clubs,1,-1
16364,4,clubs,9,clubs,5,spades,10,hearts,12,hearts,5,diamonds,5,hearts,3,1
16365,2,clubs,1,clubs,5,spades,10,hearts,12,hearts,5,diamonds,5,hearts,3,-1
16366,4,spades,11,spades,2,hearts,5,hearts,13,clubs,10,diamonds,11,hearts,1,-1
16367,10,spades,5,clubs,2,hearts,5,hearts,13,clubs,10,diamonds,11,hearts,2,1
16368,11,diamonds,3,hearts,11,spades,6,hearts,4,diamonds,7,spades,2,spades,1,-1
16369,11,hearts,6,spades,11,spades,6,hearts,4,diamonds,7,spades,2,spades,2,1
16370,11,diamonds,6,hearts,10,diamonds,11,hearts,1,hearts,7,spades,13,diamonds,1,1
16371,9,hearts,12,diamonds,10,diamonds,11,hearts,1,hearts,7,spades,13,diamonds,0,-1
16372,8,hearts,12,clubs,1,clubs,3,diamonds,1,hearts,7,hearts,4,spades,1,1
16373,8,hearts,6,diamonds,1,clubs,3,diamonds,1,hearts,7,hearts,4,spades,1,-1
16374,3,clubs,11,spades,11,hearts,13,diamonds,3,diamonds,4,hearts,4,diamonds,2,1
16375,12,clubs,7,clubs,11,hearts,13,diamonds,3,diamonds,4,hearts,4,diamonds,1,-1
16376,5,clubs,2,hearts,3,clubs,2,spades,5,spades,10,hearts,10,clubs,2,1
16377,3,diamonds,11,diamonds,3,clubs,2,spades,5,spades,10,hearts,10,clubs,2,-1
16378,9,diamonds,7,diamonds,8,spades,12,clubs,12,hearts,3,diamonds,2,diamonds,1,1
16379,7,clubs,9,clubs,8,spades,12,clubs,12,hearts,3,diamonds,2,diamonds,1,-1
16380,5,diamonds,1,hearts,13,clubs,5,clubs,8,diamonds,1,spades,2,clubs,2,1
16381,3,clubs,8,spades,13,clubs,5,clubs,8,diamonds,1,spades,2,clubs,1,-1
16382,13,diamonds,6,diamonds,9,diamonds,11,hearts,2,clubs,3,clubs,11,diamonds,1,-1
16383,6,diamonds,9,hearts,9,diamonds,11,hearts,2,clubs,3,clubs,11,diamonds,2,1
16384,2,clubs,4,hearts,11,clubs,10,clubs,13,spades,13,clubs,3,clubs,5,1
16385,11,hearts,9,clubs,11,clubs,10,clubs,13,spades,13,clubs,3,clubs,5,-1
16386,1,hearts,5,clubs,10,diamonds,3,hearts,8,hearts,6,hearts,9,diamonds,0,-1
16387,11,clubs,6,hearts,10,diamonds,3,hearts,8,hearts,6,hearts,9,diamonds,1,1
16388,2,clubs,1,spades,11,hearts,1,diamonds,6,spades,12,diamonds,5,clubs,1,1
16389,3,diamonds,5,spades,11,hearts,1,diamonds,6,spades,12,diamonds,5,clubs,1,-1
16390,9,diamonds,13,spades,13,diamonds,3,diamonds,2,clubs,2,clubs,8,hearts,2,1
16391,7,hearts,5,clubs,13,diamonds,3,diamonds,2,clubs,2,clubs,8,hearts,1,-1
16392,7,hearts,8,diamonds,3,spades,1,hearts,3,hearts,5,spades,1,diamonds,2,-1
16393,1,hearts,9,hearts,3,spades,1,hearts,3,hearts,5,spades,1,diamonds,6,1
16394,6,diamonds,3,clubs,3,diamonds,4,spades,5,spades,2,diamonds,3,clubs,3,-1
16395,5,diamonds,5,clubs,3,diamonds,4,spades,5,spades,2,diamonds,3,clubs,6,1
16396,10,hearts,5,diamonds,4,spades,12,spades,5,hearts,11,clubs,13,spades,1,1
16397,2,clubs,5,diamonds,4,spades,12,spades,5,hearts,11,clubs,13,spades,1,-1
16398,4,diamonds,2,spades,4,spades,3,diamonds,5,spades,8,clubs,8,hearts,2,1
16399,10,diamonds,12,clubs,4,spades,3,diamonds,5,spades,8,clubs,8,hearts,1,-1
16400,1,spades,8,clubs,2,hearts,1,spades,1,diamonds,2,diamonds,4,hearts,6,1
16401,13,spades,8,diamonds,2,hearts,1,spades,1,diamonds,2,diamonds,4,hearts,2,-1
16402,3,hearts,4,spades,7,hearts,9,diamonds,2,hearts,9,diamonds,9,clubs,3,1
16403,6,hearts,12,spades,7,hearts,9,diamonds,2,hearts,9,diamonds,9,clubs,3,-1
16404,8,diamonds,5,clubs,3,clubs,11,clubs,8,hearts,9,diamonds,13,spades,1,1
16405,8,clubs,10,clubs,3,clubs,11,clubs,8,hearts,9,diamonds,13,spades,1,-1
16406,3,clubs,1,clubs,9,hearts,2,hearts,12,diamonds,13,hearts,2,hearts,1,-1
16407,13,clubs,5,clubs,9,hearts,2,hearts,12,diamonds,13,hearts,2,hearts,2,1
16408,3,hearts,9,diamonds,10,spades,9,hearts,7,spades,12,spades,2,spades,1,1
16409,7,hearts,1,diamonds,10,spades,9,hearts,7,spades,12,spades,2,spades,1,-1
16410,10,spades,13,spades,6,spades,4,clubs,2,spades,7,diamonds,3,hearts,0,-1
16411,3,diamonds,5,diamonds,6,spades,4,clubs,2,spades,7,diamonds,3,hearts,1,1
16412,7,hearts,3,clubs,12,diamonds,13,clubs,12,clubs,7,spades,8,diamonds,2,1
16413,2,clubs,9,clubs,12,diamonds,13,clubs,12,clubs,7,spades,8,diamonds,1,-1
16414,10,clubs,2,hearts,12,spades,7,spades,5,spades,9,clubs,7,spades,1,-1
16415,8,clubs,1,spades,12,spades,7,spades,5,spades,9,clubs,7,spades,5,1
16416,6,spades,6,hearts,4,spades,3,spades,6,clubs,10,clubs,5,hearts,3,1
16417,12,diamonds,12,hearts,4,spades,3,spades,6,clubs,10,clubs,5,hearts,1,-1
16418,13,diamonds,11,diamonds,11,hearts,12,hearts,3,hearts,13,diamonds,1,clubs,2,-1
16419,12,clubs,12,spades,11,hearts,12,hearts,3,hearts,13,diamonds,1,clubs,3,1
16420,3,spades,6,clubs,1,diamonds,7,hearts,6,spades,7,clubs,4,diamonds,2,1
16421,2,spades,8,hearts,1,diamonds,7,hearts,6,spades,7,clubs,4,diamonds,1,-1
16422,7,spades,8,clubs,10,clubs,9,diamonds,12,spades,12,diamonds,8,hearts,2,1
16423,6,hearts,7,diamonds,10,clubs,9,diamonds,12,spades,12,diamonds,8,hearts,1,-1
16424,4,diamonds,7,clubs,7,hearts,1,spades,11,hearts,4,diamonds,7,clubs,6,1
16425,2,diamonds,3,hearts,7,hearts,1,spades,11,hearts,4,diamonds,7,clubs,1,-1
16426,12,hearts,10,clubs,1,clubs,2,spades,4,diamonds,3,hearts,10,clubs,1,-1
16427,2,diamonds,3,diamonds,1,clubs,2,spades,4,diamonds,3,hearts,10,clubs,2,1
16428,2,spades,4,diamonds,8,hearts,2,spades,6,hearts,2,spades,11,diamonds,3,1
16429,3,hearts,1,hearts,8,hearts,2,spades,6,hearts,2,spades,11,diamonds,1,-1
16430,7,diamonds,9,spades,13,hearts,4,diamonds,9,clubs,13,spades,1,diamonds,2,1
16431,9,diamonds,10,clubs,13,hearts,4,diamonds,9,clubs,13,spades,1,diamonds,2,-1
16432,11,hearts,8,clubs,6,spades,10,clubs,10,diamonds,7,diamonds,3,spades,1,-1
16433,11,spades,10,spades,6,spades,10,clubs,10,diamonds,7,diamonds,3,spades,3,1
16434,4,diamonds,11,hearts,11,hearts,3,diamonds,12,diamonds,7,diamonds,4,clubs,2,1
16435,9,hearts,9,clubs,11,hearts,3,diamonds,12,diamonds,7,diamonds,4,clubs,1,-1
16436,11,clubs,6,hearts,11,clubs,9,diamonds,11,spades,8,diamonds,7,hearts,3,1
16437,6,diamonds,11,hearts,11,clubs,9,diamonds,11,spades,8,diamonds,7,hearts,3,-1
16438,7,clubs,6,clubs,12,spades,11,hearts,1,diamonds,2,clubs,12,spades,1,1
16439,10,clubs,5,diamonds,12,spades,11,hearts,1,diamonds,2,clubs,12,spades,1,-1
16440,8,clubs,9,hearts,8,clubs,6,spades,12,hearts,8,spades,9,spades,6,1
